46,C.C.,884414610,Azahara,Curiel,Cr 15 # 95-08 Casa #14,2,Azahara_Curiel_1989@aol.com,1989-11-19,Femenino,Soltero
47,C.C.,827074076,Lucila,Henao,Cl 100 # 13-83 Casa #12,3,Lucila_Henao_1977@gmail.com,1977-10-14,Femenino,Soltero
48,C.C.,755990214,Norberto,Vela,CALLE 36D SUR NO. 27 D 125 Apto 9,3,Norberto_Vela_1970@latinmail.com,1970-02-17,Masculino,Unión Libre
49,C.C.,306691093,Obed,Reinoso,Cr 78K # 37A-53 Sur Casa #6,3,Obed_Reinoso_1973@latinmail.com,1973-08-31,Masculino,Casado
50,C.C.,1003200483,Romina,Lozada,CARRERA  9 NO. 76-49 S 7 Y  8,2,Romina_Lozada_1976@latinmail.com,1976-10-27,Femenino,Soltero
51,C.C.,782345256,Urbano,Ugaz,Av 15 # 110-91 Casa #13,3,Urbano_Ugaz_1981@live.com,1981-03-07,Masculino,Soltero
52,C.C.,944673208,Alan,Ortega,Av 2G # 58N-100 Casa #17,3,Alan_Ortega_1976@aol.com,1976-06-14,Masculino,Divorciado
53,C.C.,1115659793,Tobías,Aguirre,CALLE 72 NO. 7-64  9 Apto 157,2,Tobías_Aguirre_1971@aol.com,1971-12-25,Masculino,Soltero
54,C.C.,172941525,Giannina,Roca,Cr 70 # 12-55 Casa #18,4,Giannina_Roca_1976@live.com,1976-07-13,Femenino,Soltero
55,C.C.,774326814,Estrella,Xala,Cr 98 # 46A-50 Sur Casa #13,4,Estrella_Xala_1978@msn.com,1978-09-15,Femenino,Unión Libre
56,C.C.,332219248,Anabel,Lozano,Cl 76 # 13-46 Casa #9,5,Anabel_Lozano_1986@aol.com,1986-10-20,Femenino,Unión Libre
57,C.C.,952680799,Belinda,Kinderman,AV PETAPA 40-19 Z-12 Casa #12,2,Belinda_Kinderman_1975@msn.com,1975-04-16,Femenino,Soltero
58,C.C.,312790049,Eloisa,Carranza,Cl 15 # 5-87 Casa #13,1,Eloisa_Carranza_1982@latinmail.com,1982-12-27,Femenino,Unión Libre
59,C.C.,1077756203,Kenny,Dejesús,CR4 B 46 C-00,3,Kenny_Dejesús_1974@gmail.com,1974-12-07,Masculino,Soltero
60,C.C.,402042156,Alexa,Méndez,Cr 4 # 72K-16 Casa #5,5,Alexa_Méndez_1981@terra.com,1981-04-13,Femenino,Divorciado
61,C.C.,177055595,Yanina,Delavega,Cl 82 # 27D-11 Casa #1,1,Yanina_Delavega_1970@latinmail.com,1970-01-10,Femenino,Soltero
62,C.C.,653538730,Xalvador,Iturrieta,Cr 1G # 72-50 Casa #2,3,Xalvador_Iturrieta_1975@gmail.com,1975-05-03,Masculino,Unión Libre
63,C.C.,712542525,Gladys,Martí,TRANSVERSAL 71D N° 26-94 SUR,2,Gladys_Martí_1984@aol.com,1984-08-03,Femenino,Viudo
64,C.C.,570479665,Manuela,Leiva,Cr 14 # 21-10 Casa #13,2,Manuela_Leiva_1987@gmail.com,1987-01-20,Femenino,Soltero
65,C.C.,532473517,Edwin,Salvatierra,Cr71 31-297 L-102 Casa #18,2,Edwin_Salvatierra_1977@hotmail.com,1977-10-19,Masculino,Casado
66,C.C.,428411771,Dania,Vera,Av Del Banco # 18-240 Casa #7,2,Dania_Vera_1978@yahoo.com,1978-01-23,Masculino,Soltero
67,C.C.,688613465,Mariana,Sosa,Cr 7 # 15-57 Jamundí Casa #10,1,Mariana_Sosa_1970@yahoo.com,1970-05-05,Femenino,Soltero
68,C.C.,621031956,Bryan,Kusanovic,CARRERA  7 NO. 35-40,2,Bryan_Kusanovic_1983@latinmail.com,1983-07-27,Masculino,Soltero
69,C.C.,473230968,Elías,Villar,Cl 116 # 23-06 Casa #5,3,Elías_Villar_1985@hotmail.com,1985-05-09,Masculino,Viudo
70,C.C.,704532247,Ruth,Olmo,Carrt A Dapa Km 1 Casa #8,2,Ruth_Olmo_1991@gmail.com,1991-09-17,Femenino,Soltero
71,C.C.,713722762,Jazmín,Castilla,Cr 35 # 16-20 Casa #18,3,Jazmín_Castilla_1973@gmail.com,1973-07-17,Femenino,Soltero
72,C.C.,678115626,Mildred,Mayorga,ED. DEL CAFÉ PRINCIPAL  Apto 170,3,Mildred_Mayorga_1980@aol.com,1980-03-09,Masculino,Casado
73,C.C.,217756750,Agustina,Carrera,CARRERA 30 CALLE 45.,4,Agustina_Carrera_1982@terra.com,1982-07-10,Femenino,Viudo
74,C.C.,595424788,Violeta,Portilla,AVENIDAD 116 CARRERA 5 Apto 182,1,Violeta_Portilla_1991@gmail.com,1991-03-10,Femenino,Casado
75,C.C.,1120174773,Nathaly,Solórzano,Cr 4A # 64A-120 Casa #5,5,Nathaly_Solórzano_1976@gmail.com,1976-05-15,Masculino,Viudo
76,C.C.,688267034,Aldo,Perales,DIAGONAL 127A N° 18A-39 -  Apto 220,4,Aldo_Perales_1977@latinmail.com,1977-01-01,Masculino,Divorciado
77,C.C.,859534069,Iris,Coll,CARRERA 19 NO.93A-45  4,1,Iris_Coll_1980@gmail.com,1980-03-12,Femenino,Divorciado
78,C.C.,1051393529,Vinicio,Aldana,Cr 11 # 4-08 Yumbo Casa #20,2,Vinicio_Aldana_1980@latinmail.com,1980-01-24,Masculino,Divorciado
79,C.C.,793668242,Duarte,Aguinaga,CRA 40 C NO 53 - 50 ,4,Duarte_Aguinaga_1981@live.com,1981-06-17,Masculino,Soltero
80,C.C.,679512345,Zahid,Zurita,Av 15 # 103-90 Of 414 Casa #7,3,Zahid_Zurita_1979@hotmail.com,1979-10-17,Masculino,Unión Libre
81,C.C.,362926757,Jessica,Kriger,CALLE 138 NO 47 - 27 ,3,Jessica_Kriger_1978@terra.com,1978-05-13,Femenino,Viudo
82,C.C.,823674399,Samantha,Romo,Av13 Autopista Norte 134 A-78 Casa #18,4,Samantha_Romo_1979@latinmail.com,1979-01-30,Femenino,Soltero
83,C.C.,62932820,Jazmín,Santana,CARRERA 10 CALLE 11 ,3,Jazmín_Santana_1975@yahoo.com,1975-11-27,Femenino,Soltero
84,C.C.,861780484,Sheila,Rincón,Cl 46 # 42A-06 Casa #7,3,Sheila_Rincón_1987@hotmail.com,1987-06-21,Femenino,Casado
85,C.C.,666108642,Washington,Acero,Km 3 Vía Cavasa Vereda Caucaseco Casa #14,1,Washington_Acero_1976@aol.com,1976-09-29,Masculino,Soltero
86,C.C.,862399532,Waldemar,Urízar,Cl 6A # 95-75 Casa #10,4,Waldemar_Urízar_1982@gmail.com,1982-11-12,Masculino,Unión Libre
87,C.C.,665773474,Meritxell,Yabar,CALLE 94 N° 13-92  Apto 10,3,Meritxell_Yabar_1984@terra.com,1984-11-28,Femenino,Soltero
88,C.C.,840050551,Albert,Quintanilla,KM.21 AUTOP. NORTE CHIA  Apto 86,5,Albert_Quintanilla_1984@msn.com,1984-05-06,Masculino,Viudo
89,C.C.,922792570,Shirley,Yamuza,Cr 56Oe # 7-197 Casa #15,1,Shirley_Yamuza_1973@live.com,1973-03-31,Femenino,Divorciado
90,C.C.,314817965,Alejo,Ramos,CARRERA 21 NO. 83-02 S 602 Y 603 Apto 122,3,Alejo_Ramos_1986@hotmail.com,1986-08-25,Masculino,Soltero
91,C.C.,521567113,Adrián,Huamani,Cr 59 # 136-95 L- 18 B Casa #7,3,Adrián_Huamani_1988@aol.com,1988-07-10,Masculino,Unión Libre
92,C.C.,158047367,Ronny,Tamayo,Cl 8 # 29-41 Casa #19,2,Ronny_Tamayo_1985@hotmail.com,1985-03-26,Masculino,Soltero
93,C.C.,726535951,Hiram,Grau,Cl 144 # 45-30 Casa #15,3,Hiram_Grau_1979@live.com,1979-10-24,Masculino,Soltero
94,C.C.,788004706,Elia,Pagán,Cr 24C # 4-55 Casa #10,4,Elia_Pagán_1972@live.com,1972-08-17,Femenino,Casado
95,C.C.,969229814,Keith,Alvarado,Cl 144 # 45-30 Casa #15,1,Keith_Alvarado_1986@msn.com,1986-02-16,Masculino,Soltero
96,C.C.,658595352,Kilian,Gállego,Av 5 # 46N-34 Casa #5,3,Kilian_Gállego_1988@gmail.com,1988-04-25,Masculino,Viudo
97,C.C.,383098329,David,Lares,Cl 34 # 28-59 Casa #11,3,David_Lares_1986@yahoo.com,1986-04-04,Masculino,Viudo
98,C.C.,814252124,Leonor,Vigil,CALLE 35 NO. 7-25 Apto 170,4,Leonor_Vigil_1976@terra.com,1976-11-09,Femenino,Casado
99,C.C.,36534415,Josue,Dominguez,Cr 78A # 29-21 Casa #9,4,Josue_Dominguez_1978@aol.com,1978-05-18,Masculino,Unión Libre
100,C.C.,381724723,Ivonne,Montiel,Cl 15 # 7-40 Jamundí Casa #2,2,Ivonne_Montiel_1985@terra.com,1985-07-22,Femenino,Soltero
101,C.C.,342568123,Reyna,Lomelí,Cr 56Oe # 7-197 Casa #20,3,Reyna_Lomelí_1979@aol.com,1979-05-26,Masculino,Divorciado
102,C.C.,330901863,Brian,Tapia,CALLE 57 NO. 8 - 93,4,Brian_Tapia_1980@yahoo.com,1980-03-09,Masculino,Divorciado
103,C.C.,1059281484,Roman,Castilla,Cl 18A # 50-150 Casa #10,2,Roman_Castilla_1986@yahoo.com,1986-11-02,Masculino,Divorciado
104,C.C.,61814002,Elvira,Chaves,Cr 51 # 65A-04 Casa #19,2,Elvira_Chaves_1982@gmail.com,1982-04-25,Femenino,Divorciado
105,C.C.,589280731,Marvin,Real,CARRERA 26 N° 73-55  Apto 113,4,Marvin_Real_1978@hotmail.com,1978-03-20,Masculino,Casado
106,C.C.,687849380,Quentin,Cueva,CALLE 85 NO 15 - 29  ,4,Quentin_Cueva_1991@terra.com,1999-01-14,Masculino,Casado
107,C.C.,243325595,Violeta,Rosales,Cl 36 # 46-21 P- 2 Casa #20,2,Violeta_Rosales_1976@latinmail.com,1976-07-09,Femenino,Casado
108,C.C.,915661884,Vanina,Regalado,CARRERA 98 17-34 ,5,Vanina_Regalado_1986@live.com,1986-04-22,Femenino,Divorciado
109,C.C.,499562219,Ariel,Pizarro,CALLE 123 NO 20-16,4,Ariel_Pizarro_1970@terra.com,1970-07-02,Masculino,Soltero
110,C.C.,284794987,Carmen,Junco,Cr 7 # 71-52 Trr A P- 3 Casa #9,4,Carmen_Junco_1972@gmail.com,1972-03-14,Femenino,Divorciado
111,C.C.,410260834,Agustina,Borja,CL 35 4 B-49 Apto 62,3,Agustina_Borja_1991@terra.com,1991-01-08,Femenino,Soltero
112,C.C.,320418261,Israel,Encinas,Cr 23 # 12A-22 Casa #13,4,Israel_Encinas_1977@live.com,1977-02-02,Masculino,Soltero
113,C.C.,1016722349,Giovanna,Illanes,CALLE 146 15-13  Apto 277,2,Giovanna_Illanes_1982@aol.com,1982-12-20,Femenino,Unión Libre
114,C.C.,281815324,Kimberly,Lillo,CALLE 81 CARRERA 14,3,Kimberly_Lillo_1976@terra.com,1976-01-15,Femenino,Divorciado
115,C.C.,757688413,Pia,Lorente,Av 7 # 113-12 Casa #16,3,Pia_Lorente_1987@live.com,1987-08-01,Femenino,Soltero
116,C.C.,912367429,Adriel,Escobar,Dg 23Tr # 30-35 Casa #6,3,Adriel_Escobar_1991@msn.com,1991-02-15,Masculino,Soltero
117,C.C.,989110091,Daniel,Vallejo,Cr 26 # 6S-46 Av Mijitayo Casa #13,6,Daniel_Vallejo_1980@yahoo.com,1980-10-31,Masculino,Divorciado
118,C.C.,886237302,Ismael,Carrión,CRA. 111 # 157-45  Apto 212,2,Ismael_Carrión_1977@msn.com,1977-06-21,Masculino,Unión Libre
119,C.C.,529292250,Dania,Jalón,11 AV Y 7 C LOTE 45 Z-17 COL MEYERS Casa #6,2,Dania_Jalón_1970@msn.com,1970-04-02,Masculino,Soltero
120,C.C.,1016014488,Nabil,Illán,CARRERA 5 CALLE 28 ESQUINA  Apto 116,3,Nabil_Illán_1979@hotmail.com,1979-08-16,Masculino,Soltero
121,C.C.,635534376,Giovanni,Torres,Cl 2C Oe # 83-20 Casa #13,2,Giovanni_Torres_1975@gmail.com,1975-03-23,Masculino,Soltero
122,C.C.,653576771,Nayeli,Torralba,1 C 3-59 Z-1 Casa #5,4,Nayeli_Torralba_1987@yahoo.com,1987-10-07,Femenino,Soltero
123,C.C.,625841374,Ferran,Armendariz,DIAGONAL 109 N° 6-55 Apto 322,2,Ferran_Armendariz_1977@aol.com,1977-01-19,Masculino,Divorciado
124,C.C.,450986638,Helen,Vidal,CALLE 64D N° 69 - 30  Apto 284,3,Helen_Vidal_1977@live.com,1977-01-06,Femenino,Soltero
125,C.C.,60714354,Analía,Olea,Km 10/2 Carretera Troncal del Norte Casa #10,2,Analía_Olea_1978@latinmail.com,1978-08-24,Femenino,Casado
126,C.C.,817648702,Augusto,Labrador,CARRERA  11 NO. 94A-03  6 Apto 134,2,Augusto_Labrador_1977@hotmail.com,1977-09-02,Masculino,Viudo
127,C.C.,726540016,Yanina,Medel,Au Norte # 141-15 Casa #2,4,Yanina_Medel_1979@live.com,1979-01-28,Femenino,Divorciado
128,C.C.,599017863,Renata,Ahumada,CALLE 137 A N° 52-35 Apto 124,3,Renata_Ahumada_1975@live.com,1975-07-16,Femenino,Divorciado
129,C.C.,58504985,Alejandro,Uriostegui,Cr 25A # 89A-16 Casa #13,2,Alejandro_Uriostegui_1988@latinmail.com,1988-02-18,Masculino,Viudo
130,C.C.,551372446,Jimmy,Nava,Cr 13A # 93-24 Consult 305 Casa #6,3,Jimmy_Nava_1989@hotmail.com,1989-02-12,Masculino,Soltero
131,C.C.,760606104,Amalia,Rosado,Av San Martin 6-183 Casa #16,2,Amalia_Rosado_1991@yahoo.com,1991-05-05,Femenino,Divorciado
132,C.C.,86355487,Sarai,Bravo,Cl 11 # 1A-27 Yumbo Casa #18,4,Sarai_Bravo_1985@terra.com,1985-12-16,Femenino,Divorciado
133,C.C.,933917872,Kelly,Bañuelos,CALLE 20 N° 2-04 ,3,Kelly_Bañuelos_1986@aol.com,1986-10-06,Femenino,Soltero
134,C.C.,355718743,Diana,Centurión,TRANSVERSAL 17 A Nº. 102 51  Apto 300,3,Diana_Centurión_1970@aol.com,1970-04-14,Femenino,Divorciado
135,C.C.,1047300212,Paul,Justiniano,TURBACO CL 17 16-10 CALLE REAL Apto 311,2,Paul_Justiniano_1980@live.com,1980-10-19,Masculino,Soltero
136,C.C.,573614443,Thelma,Navío,Cr 11 # 69-23 Casa #10,2,Thelma_Navío_1980@msn.com,1980-02-07,Femenino,Soltero
137,C.C.,906246054,Aarón,Cervera,Dg 187 # 41-85 Casa #20,4,Aarón_Cervera_1981@live.com,1981-06-20,Masculino,Soltero
138,C.C.,672550022,Megan,Vanegas,CARRERA  15 NO. 74-70  701 Apto 341,3,Megan_Vanegas_1974@msn.com,1974-12-03,Masculino,Soltero
139,C.E.,165390023,Miroslava,Abellan,CALLE 78 NO. 8-48,3,Miroslava_Abellan_1991@hotmail.com,1991-01-29,Femenino,Soltero
140,C.C.,403930857,Zoraida,Carpio,CARRERA 7 N° 33-81 ,4,Zoraida_Carpio_1972@yahoo.com,1972-11-28,Femenino,Viudo
141,C.C.,624726914,Owen,Inglés,AV.CIRCUNVALAR #60-00 ,3,Owen_Inglés_1987@gmail.com,1987-10-05,Masculino,Unión Libre
142,C.C.,580359956,Edison,Montiel,Cl 17 # 22-47 Casa #14,4,Edison_Montiel_1975@live.com,1975-07-30,Masculino,Soltero
143,C.C.,900785749,Joel,Yeladaky,CALLE 91 NO. 3-89,3,Joel_Yeladaky_1971@aol.com,1971-01-23,Masculino,Divorciado
144,C.C.,841413859,Paulina,Ezquerra,Cl 27 # 32-77 Casa #4,4,Paulina_Ezquerra_1971@terra.com,1971-02-08,Femenino,Viudo
145,C.C.,1042125257,Noemí,Menéndez,Cl 7 # 26-32 Casa #15,4,Noemí_Menéndez_1987@latinmail.com,1987-01-06,Femenino,Unión Libre
146,C.C.,1124353010,Mayra,Cabrera,CRA 7 NO.7-15  ,2,Mayra_Cabrera_1974@msn.com,1974-06-08,Femenino,Soltero
147,C.C.,858346067,Bibiana,Carrillo,Cl 72 # 55-38 Casa #6,3,Bibiana_Carrillo_1986@live.com,1986-03-30,Femenino,Unión Libre
148,C.C.,958059656,Sabina,Cardenas,CARRERA 7 NO.27-18 S 19 Y 20 Apto 183,2,Sabina_Cardenas_1986@yahoo.com,1986-03-14,Femenino,Unión Libre
149,C.C.,153949287,Yasmina,Talavera,CALLE 101 Nº. 13A-23 ,3,Yasmina_Talavera_1989@live.com,1989-09-24,Femenino,Unión Libre
150,C.C.,662955416,José,Real,Cl 67 # 8-12 Casa #8,6,José_Real_1971@yahoo.com,1971-08-16,Masculino,Soltero
151,C.C.,317331297,Zulema,Pagán,CARRERA 17 N° 48-64  Apto 185,2,Zulema_Pagán_1974@latinmail.com,1974-01-30,Femenino,Soltero
152,C.C.,727398393,Ariel,Baños,CARRERA 8 NO.13-42  5,3,Ariel_Baños_1972@hotmail.com,1972-12-27,Masculino,Soltero
153,C.C.,75938690,Ligia,Arciniega,AV BOLIVAR 27-65 Z-8 Casa #17,1,Ligia_Arciniega_1980@yahoo.com,1980-08-21,Femenino,Soltero
154,C.C.,275085809,Lizeth,Reinoso,Cr 5 # 46B-06 Casa #18,3,Lizeth_Reinoso_1986@gmail.com,1986-05-26,Femenino,Soltero
155,C.C.,675266574,Yara,Narvaez,CALLE 53 NO.  45-112  8,3,Yara_Narvaez_1970@yahoo.com,1970-04-11,Femenino,Soltero
156,C.C.,653560533,Pilar,Dejesús,CARRERA 8 N° 106-33 ,2,Pilar_Dejesús_1990@gmail.com,1990-04-07,Femenino,Casado
157,C.C.,1022339593,Quin,Magaña,Cr 14 # 96-34 Casa #14,2,Quin_Magaña_1980@hotmail.com,1980-12-12,Masculino,Unión Libre
158,C.C.,431257336,Nuri,Banegas,Cl 106 # 36-89 Casa #13,5,Nuri_Banegas_1983@aol.com,1983-05-18,Masculino,Divorciado
159,C.C.,359766037,Federico,Alcocer,Cr 7 # 15-57 Jamundí Casa #10,3,Federico_Alcocer_1982@latinmail.com,1982-02-13,Masculino,Soltero
160,C.C.,907925341,Rodolfo,Urbina,CL 13 S 23 A-10 ARISMENDI MORA,3,Rodolfo_Urbina_1978@gmail.com,1978-06-26,Masculino,Soltero
161,C.C.,383686960,Desiree,Labrador,CARRER A 31 NO. 29-65 ,3,Desiree_Labrador_1975@yahoo.com,1975-07-16,Femenino,Soltero
162,C.C.,446025576,Mateo,Avila,Cl 15 # 5-87 Casa #13,4,Mateo_Avila_1986@yahoo.com,1986-04-06,Masculino,Divorciado
163,C.C.,648079107,Marisa,Clemente,Cl 37Sur # 51A-33 Casa #9,3,Marisa_Clemente_1989@hotmail.com,1989-01-14,Femenino,Casado
164,C.C.,333315497,Corina,Cardenas,AVENIDA 15 Nº. 100 -11 ,4,Corina_Cardenas_1989@live.com,1989-08-01,Femenino,Soltero
165,C.C.,382768529,Selene,Medrano,Dg 94 # 82-00 Casa #16,3,Selene_Medrano_1973@live.com,1973-08-12,Femenino,Soltero
166,C.C.,444369488,Yeimy,Navarrete,CRA 52 NO.54-01,3,Yeimy_Navarrete_1972@hotmail.com,1972-07-17,Masculino,Casado
167,C.C.,883631438,Consuelo,Guijarro,CRA 68 D. 21 - 35 MUELLE,3,Consuelo_Guijarro_1981@latinmail.com,1981-10-27,Femenino,Unión Libre
168,C.C.,797353387,Silvina,Espíndola,Cr 7 # 119-14 L- 104 Casa #10,2,Silvina_Espíndola_1980@msn.com,1980-10-05,Femenino,Divorciado
169,C.C.,454014289,Ariana,Merlo,Cl 5 C 41-16 Casa #15,5,Ariana_Merlo_1989@msn.com,1989-12-21,Femenino,Soltero
170,C.C.,630396405,Wilda,Petit,CARRERA  9A NO. 99-02  3 Apto 139,3,Wilda_Petit_1990@aol.com,1990-08-13,Masculino,Soltero
171,C.C.,647201659,Emiliano,Izquierdo,Cr 13 # 12-18 y 12 20 Casa #2,3,Emiliano_Izquierdo_1986@hotmail.com,1986-09-25,Masculino,Casado
172,C.C.,716053316,Samuel,Vigil,CALLE 13 SUR N° 19-40,4,Samuel_Vigil_1970@yahoo.com,1970-01-06,Masculino,Soltero
173,C.C.,926469961,Kenia,Novo,CALLE 78 B NO.72 A 109  Apto 67,3,Kenia_Novo_1974@terra.com,1974-12-03,Femenino,Soltero
174,C.C.,1126460548,Ailin,Baena,Cl 107B # 27D-49 Casa #8,2,Ailin_Baena_1970@latinmail.com,1970-05-04,Masculino,Soltero
175,C.C.,617049838,Rosalía,Narvaez,Cr 35 # 16-20 Casa #19,4,Rosalía_Narvaez_1976@aol.com,1976-04-28,Femenino,Soltero
